date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,age,sex,plumage,remark,location,migtype,counttype,year,yday
2016-09-06,07:09:18,1073917,1047,SHOT,-2,10,0,0,,,,,O,,,2016,250
2016-09-03,07:09:26,1072025,1047,Mar,95,1,0,0,A,M,,,E2,,,2016,247
2016-09-08,07:09:27,1074461,1047,MonPalHen,1102,1,0,0,,,,,E2,,,2016,252
2016-08-18,07:09:32,1066638,1047,SHOT,-2,1,0,0,,,,,O,,,2016,231
2016-09-11,07:09:32,1075658,1047,MonPalHen,1102,4,0,0,,,,,E2,,,2016,255
2016-09-05,07:09:35,1072840,1048,BlaKite,88,3,0,0,,,,,E2,,,2016,249
2016-09-11,07:09:44,1075658,1047,Mar,95,1,0,0,A,M,,,E1,,,2016,255
2016-09-09,07:09:47,1074705,1048,Mar,95,1,0,0,,,,,E2,,,2016,253
2016-09-11,07:09:48,1075658,1047,Mar,95,1,0,0,,,,,E2,,,2016,255
2016-09-12,07:09:56,1076147,1047,Mar,95,1,0,0,,FC,,,W2,,,2016,256
2016-08-21,07:10:00,1067448,1047,Mon,98,1,0,0,Non-Juv,M,,,E2,,,2016,234
2016-09-02,07:10:00,1071612,1047,Mar,95,1,0,0,Non-Juv,M,,,E3,,S,2016,246
2016-09-13,07:10:00,1076564,1048,MonPalHen,1102,2,0,0,J,,,,W1,,,2016,257
2016-09-11,07:10:01,1075658,1047,MonPalHen,1102,1,0,0,,,,,E1,,,2016,255
2016-09-12,07:10:03,1076147,1047,Mar,95,1,0,0,Non-Juv,M,,,W2,,,2016,256
2016-09-19,07:10:07,1079863,1047,MonPalHen,1102,1,0,0,,FC,,,E2,,,2016,263
2016-09-11,07:10:09,1075658,1047,Mar,95,1,0,0,Non-Juv,M,,,W2,,,2016,255
2016-09-12,07:10:09,1076147,1047,MonPalHen,1102,1,0,0,,FC,,,W2,,,2016,256
2016-09-05,07:10:10,1072840,1048,HB,86,5,0,0,,,,,W1,,S,2016,249
2016-09-11,07:10:21,1075658,1047,Mar,95,1,0,0,J,,,,W1,,,2016,255
2016-09-03,07:10:22,1072001,1048,Mon,98,2,0,0,Non-Juv,M,,,W1,,,2016,247
2016-09-11,07:10:28,1075645,1048,MonPalHen,1102,18,0,0,,,,,E3,,,2016,255
2016-09-11,07:10:29,1075658,1047,Mar,95,1,0,0,Non-Juv,M,,,W1,,,2016,255
2016-09-03,07:10:30,1072001,1048,MonPalHen,1102,4,0,0,,,,,W1,,,2016,247
2016-09-12,07:10:33,1076147,1047,MonPalHen,1102,2,0,0,,FC,,,W3,,,2016,256
2016-09-03,07:10:35,1072001,1048,Mar,95,1,0,0,,FC,,,E1,,,2016,247
2016-09-09,07:10:39,1074757,1047,Mon,98,4,0,0,Non-Juv,M,,,E1,,,2016,253
2016-09-11,07:10:39,1075645,1048,Mar,95,2,0,0,,,,,E3,,,2016,255
2016-09-11,07:10:40,1075658,1047,Mon,98,5,0,0,J,,,,W1,,,2016,255
2016-09-09,07:10:49,1074757,1047,Mar,95,1,0,0,,FC,,,E1,,,2016,253
2016-09-11,07:10:51,1075645,1048,BlaKite,88,2,0,0,,,,,E2,,,2016,255
2016-08-30,07:10:53,1070667,1048,HB,86,8,0,0,,,,,E3,,,2016,243
